filename,UniProtKB-AC-normalized,data_row_count,is_entangled
AF-A0A178VQ59-F1-model_v6.csv,A0A178VQ59,21,True
AF-A0A178VQ73-F1-model_v6.csv,A0A178VQ73,7,True
AF-A0A178VQE8-F1-model_v6.csv,A0A178VQE8,0,False
AF-A0A178VR03-F1-model_v6.csv,A0A178VR03,114,True
AF-A0A178VTF4-F1-model_v6.csv,A0A178VTF4,28,True
AF-A0A178VUB9-F1-model_v6.csv,A0A178VUB9,0,False
AF-A0A178VWR3-F1-model_v6.csv,A0A178VWR3,317,True
AF-A0A178VY62-F1-model_v6.csv,A0A178VY62,33,True
AF-A0A178VZV5-F1-model_v6.csv,A0A178VZV5,0,False
AF-A0A178W1I1-F1-model_v6.csv,A0A178W1I1,6,True
AF-A0A178W2N2-F1-model_v6.csv,A0A178W2N2,3,True
AF-A0A178W3E8-F1-model_v6.csv,A0A178W3E8,123,True
AF-A0A178W3G2-F1-model_v6.csv,A0A178W3G2,17,True
AF-A0A178W4U6-F1-model_v6.csv,A0A178W4U6,0,False
AF-A0A178W5Y7-F1-model_v6.csv,A0A178W5Y7,0,False
AF-A0A178W7H0-F1-model_v6.csv,A0A178W7H0,0,False
AF-A0A178WDK9-F1-model_v6.csv,A0A178WDK9,0,False
AF-A0A178WF56-F1-model_v6.csv,A0A178WF56,0,False
AF-A0A178WGK2-F1-model_v6.csv,A0A178WGK2,9,True
AF-A0A178WIC4-F1-model_v6.csv,A0A178WIC4,47,True
AF-A0A178WIZ5-F1-model_v6.csv,A0A178WIZ5,0,False
AF-A0A178WKG1-F1-model_v6.csv,A0A178WKG1,1,True
AF-A0A1I9LL68-F1-model_v6.csv,A0A1I9LL68,0,False
AF-A0A1I9LLB7-F1-model_v6.csv,A0A1I9LLB7,0,False
AF-A0A1I9LLC5-F1-model_v6.csv,A0A1I9LLC5,38,True
AF-A0A1I9LLC9-F1-model_v6.csv,A0A1I9LLC9,0,False
AF-A0A1I9LLD2-F1-model_v6.csv,A0A1I9LLD2,0,False
AF-A0A1I9LLD6-F1-model_v6.csv,A0A1I9LLD6,120,True
AF-A0A1I9LLE1-F1-model_v6.csv,A0A1I9LLE1,0,False
AF-A0A1I9LLJ2-F1-model_v6.csv,A0A1I9LLJ2,0,False
AF-A0A1I9LLJ3-F1-model_v6.csv,A0A1I9LLJ3,0,False
AF-A0A1I9LLJ8-F1-model_v6.csv,A0A1I9LLJ8,11,True
AF-A0A1I9LLK9-F1-model_v6.csv,A0A1I9LLK9,0,False
AF-A0A1I9LLL7-F1-model_v6.csv,A0A1I9LLL7,34,True
AF-A0A1I9LLM0-F1-model_v6.csv,A0A1I9LLM0,33,True
AF-A0A1I9LLN1-F1-model_v6.csv,A0A1I9LLN1,2,True
AF-A0A1I9LLN7-F1-model_v6.csv,A0A1I9LLN7,37,True
AF-A0A1I9LLP0-F1-model_v6.csv,A0A1I9LLP0,0,False
AF-A0A1I9LLR3-F1-model_v6.csv,A0A1I9LLR3,0,False
AF-A0A1I9LLR6-F1-model_v6.csv,A0A1I9LLR6,0,False
AF-A0A1I9LLS2-F1-model_v6.csv,A0A1I9LLS2,116,True
AF-A0A1I9LLS7-F1-model_v6.csv,A0A1I9LLS7,28,True
AF-A0A1I9LLT6-F1-model_v6.csv,A0A1I9LLT6,0,False
AF-A0A1I9LLV2-F1-model_v6.csv,A0A1I9LLV2,6,True
AF-A0A1I9LLW8-F1-model_v6.csv,A0A1I9LLW8,0,False
AF-A0A1I9LLX4-F1-model_v6.csv,A0A1I9LLX4,16,True
AF-A0A1I9LLX9-F1-model_v6.csv,A0A1I9LLX9,0,False
AF-A0A1I9LM04-F1-model_v6.csv,A0A1I9LM04,4,True
AF-A0A1I9LM22-F1-model_v6.csv,A0A1I9LM22,121,True
AF-A0A1I9LM43-F1-model_v6.csv,A0A1I9LM43,0,False
AF-A0A1I9LM63-F1-model_v6.csv,A0A1I9LM63,0,False
AF-A0A1I9LM76-F1-model_v6.csv,A0A1I9LM76,0,False
AF-A0A1I9LM77-F1-model_v6.csv,A0A1I9LM77,37,True
AF-A0A1I9LM80-F1-model_v6.csv,A0A1I9LM80,0,False
AF-A0A1I9LM99-F1-model_v6.csv,A0A1I9LM99,182,True
AF-A0A1I9LMB0-F1-model_v6.csv,A0A1I9LMB0,0,False
AF-A0A1I9LMB8-F1-model_v6.csv,A0A1I9LMB8,44,True
AF-A0A1I9LMD5-F1-model_v6.csv,A0A1I9LMD5,25,True
AF-A0A1I9LME3-F1-model_v6.csv,A0A1I9LME3,0,False
AF-A0A1I9LMG4-F1-model_v6.csv,A0A1I9LMG4,10,True
AF-A0A1I9LMG5-F1-model_v6.csv,A0A1I9LMG5,12,True
AF-A0A1I9LMH3-F1-model_v6.csv,A0A1I9LMH3,0,False
AF-A0A1I9LMM7-F1-model_v6.csv,A0A1I9LMM7,0,False
AF-A0A1I9LMN9-F1-model_v6.csv,A0A1I9LMN9,262,True
AF-A0A1I9LMS4-F1-model_v6.csv,A0A1I9LMS4,0,False
AF-A0A1I9LMU1-F1-model_v6.csv,A0A1I9LMU1,0,False
AF-A0A1I9LMX5-F1-model_v6.csv,A0A1I9LMX5,0,False
AF-A0A1I9LMY1-F1-model_v6.csv,A0A1I9LMY1,58,True
AF-A0A1I9LMZ0-F1-model_v6.csv,A0A1I9LMZ0,0,False
AF-A0A1I9LMZ8-F1-model_v6.csv,A0A1I9LMZ8,0,False
AF-A0A1I9LN01-F1-model_v6.csv,A0A1I9LN01,49,True
AF-A0A1I9LN07-F1-model_v6.csv,A0A1I9LN07,0,False
AF-A0A1I9LN10-F1-model_v6.csv,A0A1I9LN10,50,True
AF-A0A1I9LN13-F1-model_v6.csv,A0A1I9LN13,0,False
AF-A0A1I9LN21-F1-model_v6.csv,A0A1I9LN21,24,True
AF-A0A1I9LN39-F1-model_v6.csv,A0A1I9LN39,2,True
AF-A0A1I9LN71-F1-model_v6.csv,A0A1I9LN71,3,True
AF-A0A1I9LN82-F1-model_v6.csv,A0A1I9LN82,52,True
AF-A0A1I9LN87-F1-model_v6.csv,A0A1I9LN87,24,True
AF-A0A1I9LN94-F1-model_v6.csv,A0A1I9LN94,13,True
AF-A0A1I9LN98-F1-model_v6.csv,A0A1I9LN98,23,True
AF-A0A1I9LNA0-F1-model_v6.csv,A0A1I9LNA0,0,False
AF-A0A1I9LNA3-F1-model_v6.csv,A0A1I9LNA3,0,False
AF-A0A1I9LNE1-F1-model_v6.csv,A0A1I9LNE1,0,False
AF-A0A1I9LNF2-F1-model_v6.csv,A0A1I9LNF2,2,True
AF-A0A1I9LNG5-F1-model_v6.csv,A0A1I9LNG5,0,False
AF-A0A1I9LNG9-F1-model_v6.csv,A0A1I9LNG9,0,False
AF-A0A1I9LNH2-F1-model_v6.csv,A0A1I9LNH2,0,False
AF-A0A1I9LNH5-F1-model_v6.csv,A0A1I9LNH5,0,False
AF-A0A1I9LNH8-F1-model_v6.csv,A0A1I9LNH8,0,False
AF-A0A1I9LNI3-F1-model_v6.csv,A0A1I9LNI3,0,False
AF-A0A1I9LNK8-F1-model_v6.csv,A0A1I9LNK8,0,False
AF-A0A1I9LNL3-F1-model_v6.csv,A0A1I9LNL3,7,True
AF-A0A1I9LNS3-F1-model_v6.csv,A0A1I9LNS3,0,False
AF-A0A1I9LNT0-F1-model_v6.csv,A0A1I9LNT0,0,False
AF-A0A1I9LNT1-F1-model_v6.csv,A0A1I9LNT1,22,True
AF-A0A1I9LNT8-F1-model_v6.csv,A0A1I9LNT8,0,False
AF-A0A1I9LNU8-F1-model_v6.csv,A0A1I9LNU8,0,False
AF-A0A1I9LNX5-F1-model_v6.csv,A0A1I9LNX5,38,True
AF-A0A1I9LNY2-F1-model_v6.csv,A0A1I9LNY2,0,False
AF-A0A1I9LNY7-F1-model_v6.csv,A0A1I9LNY7,0,False
AF-A0A1I9LNZ2-F1-model_v6.csv,A0A1I9LNZ2,0,False
AF-A0A1I9LP11-F1-model_v6.csv,A0A1I9LP11,1,True
AF-A0A1I9LP30-F1-model_v6.csv,A0A1I9LP30,0,False
AF-A0A1I9LP47-F1-model_v6.csv,A0A1I9LP47,4,True
AF-A0A1I9LP53-F1-model_v6.csv,A0A1I9LP53,0,False
AF-A0A1I9LP67-F1-model_v6.csv,A0A1I9LP67,0,False
AF-A0A1I9LP79-F1-model_v6.csv,A0A1I9LP79,4,True
AF-A0A1I9LPC5-F1-model_v6.csv,A0A1I9LPC5,166,True
AF-A0A1I9LPE3-F1-model_v6.csv,A0A1I9LPE3,174,True
AF-A0A1I9LPF9-F1-model_v6.csv,A0A1I9LPF9,0,False
AF-A0A1I9LPG2-F1-model_v6.csv,A0A1I9LPG2,0,False
AF-A0A1I9LPH3-F1-model_v6.csv,A0A1I9LPH3,0,False
AF-A0A1I9LPI9-F1-model_v6.csv,A0A1I9LPI9,0,False
AF-A0A1I9LPK7-F1-model_v6.csv,A0A1I9LPK7,2,True
AF-A0A1I9LPL8-F1-model_v6.csv,A0A1I9LPL8,0,False
AF-A0A1I9LPM3-F1-model_v6.csv,A0A1I9LPM3,0,False
AF-A0A1I9LPN2-F1-model_v6.csv,A0A1I9LPN2,0,False
AF-A0A1I9LPP6-F1-model_v6.csv,A0A1I9LPP6,1,True
AF-A0A1I9LPQ3-F1-model_v6.csv,A0A1I9LPQ3,0,False
AF-A0A1I9LPS6-F1-model_v6.csv,A0A1I9LPS6,0,False
AF-A0A1I9LPT9-F1-model_v6.csv,A0A1I9LPT9,121,True
AF-A0A1I9LPU6-F1-model_v6.csv,A0A1I9LPU6,14,True
AF-A0A1I9LPV1-F1-model_v6.csv,A0A1I9LPV1,0,False
AF-A0A1I9LPW0-F1-model_v6.csv,A0A1I9LPW0,0,False
AF-A0A1I9LPW1-F1-model_v6.csv,A0A1I9LPW1,0,False
AF-A0A1I9LPW4-F1-model_v6.csv,A0A1I9LPW4,0,False
AF-A0A1I9LPW5-F1-model_v6.csv,A0A1I9LPW5,0,False
AF-A0A1I9LPX1-F1-model_v6.csv,A0A1I9LPX1,0,False
AF-A0A1I9LPY2-F1-model_v6.csv,A0A1I9LPY2,9,True
AF-A0A1I9LPY5-F1-model_v6.csv,A0A1I9LPY5,0,False
AF-A0A1I9LPY7-F1-model_v6.csv,A0A1I9LPY7,0,False
AF-A0A1I9LPZ1-F1-model_v6.csv,A0A1I9LPZ1,59,True
AF-A0A1I9LQ11-F1-model_v6.csv,A0A1I9LQ11,0,False
AF-A0A1I9LQ12-F1-model_v6.csv,A0A1I9LQ12,0,False
AF-A0A1I9LQ20-F1-model_v6.csv,A0A1I9LQ20,52,True
AF-A0A1I9LQ21-F1-model_v6.csv,A0A1I9LQ21,218,True
AF-A0A1I9LQ26-F1-model_v6.csv,A0A1I9LQ26,0,False
AF-A0A1I9LQ28-F1-model_v6.csv,A0A1I9LQ28,28,True
AF-A0A1I9LQ30-F1-model_v6.csv,A0A1I9LQ30,49,True
AF-A0A1I9LQ53-F1-model_v6.csv,A0A1I9LQ53,20,True
AF-A0A1I9LQ57-F1-model_v6.csv,A0A1I9LQ57,23,True
AF-A0A1I9LQ59-F1-model_v6.csv,A0A1I9LQ59,0,False
AF-A0A1I9LQ80-F1-model_v6.csv,A0A1I9LQ80,0,False
AF-A0A1I9LQ91-F1-model_v6.csv,A0A1I9LQ91,0,False
AF-A0A1I9LQ93-F1-model_v6.csv,A0A1I9LQ93,0,False
AF-A0A1I9LQA1-F1-model_v6.csv,A0A1I9LQA1,0,False
AF-A0A1I9LQA9-F1-model_v6.csv,A0A1I9LQA9,2,True
AF-A0A1I9LQC5-F1-model_v6.csv,A0A1I9LQC5,13,True
AF-A0A1I9LQF0-F1-model_v6.csv,A0A1I9LQF0,0,False
AF-A0A1I9LQF4-F1-model_v6.csv,A0A1I9LQF4,30,True
AF-A0A1I9LQF6-F1-model_v6.csv,A0A1I9LQF6,0,False
AF-A0A1I9LQG9-F1-model_v6.csv,A0A1I9LQG9,8,True
AF-A0A1I9LQI3-F1-model_v6.csv,A0A1I9LQI3,6,True
AF-A0A1I9LQJ5-F1-model_v6.csv,A0A1I9LQJ5,0,False
AF-A0A1I9LQK5-F1-model_v6.csv,A0A1I9LQK5,3,True
AF-A0A1I9LQL8-F1-model_v6.csv,A0A1I9LQL8,0,False
AF-A0A1I9LQL9-F1-model_v6.csv,A0A1I9LQL9,0,False
AF-A0A1I9LQM1-F1-model_v6.csv,A0A1I9LQM1,0,False
AF-A0A1I9LQM2-F1-model_v6.csv,A0A1I9LQM2,0,False
AF-A0A1I9LQM4-F1-model_v6.csv,A0A1I9LQM4,14,True
AF-A0A1I9LQN4-F1-model_v6.csv,A0A1I9LQN4,0,False
AF-A0A1I9LQP1-F1-model_v6.csv,A0A1I9LQP1,0,False
AF-A0A1I9LQT8-F1-model_v6.csv,A0A1I9LQT8,0,False
AF-A0A1I9LQU9-F1-model_v6.csv,A0A1I9LQU9,0,False
AF-A0A1I9LQW3-F1-model_v6.csv,A0A1I9LQW3,0,False
AF-A0A1I9LQW5-F1-model_v6.csv,A0A1I9LQW5,0,False
AF-A0A1I9LQW7-F1-model_v6.csv,A0A1I9LQW7,0,False
AF-A0A1I9LQX3-F1-model_v6.csv,A0A1I9LQX3,33,True
AF-A0A1I9LQX6-F1-model_v6.csv,A0A1I9LQX6,0,False
AF-A0A1I9LQX8-F1-model_v6.csv,A0A1I9LQX8,0,False
AF-A0A1I9LQY5-F1-model_v6.csv,A0A1I9LQY5,0,False
AF-A0A1I9LQY7-F1-model_v6.csv,A0A1I9LQY7,93,True
AF-A0A1I9LQZ6-F1-model_v6.csv,A0A1I9LQZ6,196,True
AF-A0A1I9LR11-F1-model_v6.csv,A0A1I9LR11,0,False
AF-A0A1I9LR33-F1-model_v6.csv,A0A1I9LR33,55,True
AF-A0A1I9LR69-F1-model_v6.csv,A0A1I9LR69,71,True
AF-A0A1I9LR82-F1-model_v6.csv,A0A1I9LR82,0,False
AF-A0A1I9LR96-F1-model_v6.csv,A0A1I9LR96,0,False
AF-A0A1I9LRC2-F1-model_v6.csv,A0A1I9LRC2,0,False
AF-A0A1I9LRC4-F1-model_v6.csv,A0A1I9LRC4,0,False
AF-A0A1I9LRC5-F1-model_v6.csv,A0A1I9LRC5,0,False
AF-A0A1I9LRE7-F1-model_v6.csv,A0A1I9LRE7,0,False
AF-A0A1I9LRJ4-F1-model_v6.csv,A0A1I9LRJ4,0,False
AF-A0A1I9LRJ5-F1-model_v6.csv,A0A1I9LRJ5,0,False
AF-A0A1I9LRK9-F1-model_v6.csv,A0A1I9LRK9,0,False
AF-A0A1I9LRM7-F1-model_v6.csv,A0A1I9LRM7,0,False
AF-A0A1I9LRR3-F1-model_v6.csv,A0A1I9LRR3,0,False
AF-A0A1I9LRR4-F1-model_v6.csv,A0A1I9LRR4,0,False
AF-A0A1I9LRT2-F1-model_v6.csv,A0A1I9LRT2,0,False
AF-A0A1I9LRU1-F1-model_v6.csv,A0A1I9LRU1,164,True
AF-A0A1I9LRY8-F1-model_v6.csv,A0A1I9LRY8,0,False
AF-A0A1I9LRZ5-F1-model_v6.csv,A0A1I9LRZ5,38,True
AF-A0A1I9LRZ7-F1-model_v6.csv,A0A1I9LRZ7,0,False
AF-A0A1I9LS19-F1-model_v6.csv,A0A1I9LS19,0,False
AF-A0A1I9LS40-F1-model_v6.csv,A0A1I9LS40,2,True
AF-A0A1I9LS57-F1-model_v6.csv,A0A1I9LS57,0,False
AF-A0A1I9LS65-F1-model_v6.csv,A0A1I9LS65,0,False
AF-A0A1I9LS70-F1-model_v6.csv,A0A1I9LS70,10,True
AF-A0A1I9LS97-F1-model_v6.csv,A0A1I9LS97,35,True
AF-A0A1I9LS99-F1-model_v6.csv,A0A1I9LS99,0,False
AF-A0A1I9LSA3-F1-model_v6.csv,A0A1I9LSA3,0,False
AF-A0A1I9LSA7-F1-model_v6.csv,A0A1I9LSA7,0,False
AF-A0A1I9LSB3-F1-model_v6.csv,A0A1I9LSB3,0,False
AF-A0A1I9LSC0-F1-model_v6.csv,A0A1I9LSC0,24,True
AF-A0A1I9LSE1-F1-model_v6.csv,A0A1I9LSE1,5,True
AF-A0A1I9LSE2-F1-model_v6.csv,A0A1I9LSE2,0,False
AF-A0A1I9LSE8-F1-model_v6.csv,A0A1I9LSE8,35,True
AF-A0A1I9LSH2-F1-model_v6.csv,A0A1I9LSH2,89,True
AF-A0A1I9LSH4-F1-model_v6.csv,A0A1I9LSH4,0,False
AF-A0A1I9LSK1-F1-model_v6.csv,A0A1I9LSK1,0,False
AF-A0A1I9LSL0-F1-model_v6.csv,A0A1I9LSL0,0,False
AF-A0A1I9LSM5-F1-model_v6.csv,A0A1I9LSM5,0,False
AF-A0A1I9LSN5-F1-model_v6.csv,A0A1I9LSN5,26,True
AF-A0A1I9LSP4-F1-model_v6.csv,A0A1I9LSP4,121,True
AF-A0A1I9LSQ8-F1-model_v6.csv,A0A1I9LSQ8,0,False
AF-A0A1I9LSS0-F1-model_v6.csv,A0A1I9LSS0,0,False
AF-A0A1I9LSS3-F1-model_v6.csv,A0A1I9LSS3,121,True
AF-A0A1I9LST5-F1-model_v6.csv,A0A1I9LST5,0,False
AF-A0A1I9LSU7-F1-model_v6.csv,A0A1I9LSU7,7,True
AF-A0A1I9LSV6-F1-model_v6.csv,A0A1I9LSV6,0,False
AF-A0A1I9LT04-F1-model_v6.csv,A0A1I9LT04,8,True
AF-A0A1I9LT05-F1-model_v6.csv,A0A1I9LT05,0,False
AF-A0A1I9LT08-F1-model_v6.csv,A0A1I9LT08,0,False
AF-A0A1I9LT28-F1-model_v6.csv,A0A1I9LT28,3,True
AF-A0A1I9LT34-F1-model_v6.csv,A0A1I9LT34,0,False
AF-A0A1I9LT45-F1-model_v6.csv,A0A1I9LT45,0,False
AF-A0A1I9LT65-F1-model_v6.csv,A0A1I9LT65,0,False
AF-A0A1I9LT67-F1-model_v6.csv,A0A1I9LT67,0,False
AF-A0A1I9LT75-F1-model_v6.csv,A0A1I9LT75,0,False
AF-A0A1I9LT82-F1-model_v6.csv,A0A1I9LT82,0,False
AF-A0A1I9LT92-F1-model_v6.csv,A0A1I9LT92,45,True
AF-A0A1I9LT96-F1-model_v6.csv,A0A1I9LT96,0,False
AF-A0A1I9LT98-F1-model_v6.csv,A0A1I9LT98,0,False
AF-A0A1I9LTA1-F1-model_v6.csv,A0A1I9LTA1,69,True
AF-A0A1I9LTB9-F1-model_v6.csv,A0A1I9LTB9,0,False
AF-A0A1I9LTC6-F1-model_v6.csv,A0A1I9LTC6,0,False
AF-A0A1I9LTC7-F1-model_v6.csv,A0A1I9LTC7,109,True
AF-A0A1I9LTD7-F1-model_v6.csv,A0A1I9LTD7,34,True
AF-A0A1I9LTE5-F1-model_v6.csv,A0A1I9LTE5,0,False
AF-A0A1I9LTJ3-F1-model_v6.csv,A0A1I9LTJ3,0,False
AF-A0A1I9LTK0-F1-model_v6.csv,A0A1I9LTK0,1,True
AF-A0A1I9LTL1-F1-model_v6.csv,A0A1I9LTL1,26,True
AF-A0A1I9LTN0-F1-model_v6.csv,A0A1I9LTN0,0,False
AF-A0A1I9LTN3-F1-model_v6.csv,A0A1I9LTN3,49,True
AF-A0A1I9LTP0-F1-model_v6.csv,A0A1I9LTP0,0,False
AF-A0A1I9LTP1-F1-model_v6.csv,A0A1I9LTP1,39,True
AF-A0A1I9LTQ8-F1-model_v6.csv,A0A1I9LTQ8,0,False
AF-A0A1I9LTS9-F1-model_v6.csv,A0A1I9LTS9,0,False
AF-A0A1I9LTT1-F1-model_v6.csv,A0A1I9LTT1,0,False
AF-A0A1I9LTT2-F1-model_v6.csv,A0A1I9LTT2,0,False
AF-A0A1I9LTU3-F1-model_v6.csv,A0A1I9LTU3,29,True
AF-A0A1I9LTU6-F1-model_v6.csv,A0A1I9LTU6,0,False
AF-A0A1P8AM63-F1-model_v6.csv,A0A1P8AM63,0,False
AF-A0A1P8AM70-F1-model_v6.csv,A0A1P8AM70,0,False
AF-A0A1P8AM75-F1-model_v6.csv,A0A1P8AM75,0,False
AF-A0A1P8AM80-F1-model_v6.csv,A0A1P8AM80,0,False
AF-A0A1P8AM83-F1-model_v6.csv,A0A1P8AM83,0,False
AF-A0A1P8AMD1-F1-model_v6.csv,A0A1P8AMD1,0,False
AF-A0A1P8AME0-F1-model_v6.csv,A0A1P8AME0,25,True
AF-A0A1P8AME6-F1-model_v6.csv,A0A1P8AME6,14,True
AF-A0A1P8AME8-F1-model_v6.csv,A0A1P8AME8,6,True
AF-A0A1P8AMH3-F1-model_v6.csv,A0A1P8AMH3,0,False
AF-A0A1P8AML6-F1-model_v6.csv,A0A1P8AML6,142,True
AF-A0A1P8AMN4-F1-model_v6.csv,A0A1P8AMN4,34,True
AF-A0A1P8AMP1-F1-model_v6.csv,A0A1P8AMP1,43,True
AF-A0A1P8AMQ6-F1-model_v6.csv,A0A1P8AMQ6,0,False
AF-A0A1P8AMQ7-F1-model_v6.csv,A0A1P8AMQ7,0,False
AF-A0A1P8AMV0-F1-model_v6.csv,A0A1P8AMV0,33,True
AF-A0A1P8AMW4-F1-model_v6.csv,A0A1P8AMW4,1,True
AF-A0A1P8AMZ0-F1-model_v6.csv,A0A1P8AMZ0,0,False
AF-A0A1P8AMZ2-F1-model_v6.csv,A0A1P8AMZ2,0,False
AF-A0A1P8AN25-F1-model_v6.csv,A0A1P8AN25,36,True
AF-A0A1P8AN26-F1-model_v6.csv,A0A1P8AN26,0,False
AF-A0A1P8AN40-F1-model_v6.csv,A0A1P8AN40,4,True
AF-A0A1P8AN44-F1-model_v6.csv,A0A1P8AN44,111,True
AF-A0A1P8AN57-F1-model_v6.csv,A0A1P8AN57,0,False
AF-A0A1P8AN84-F1-model_v6.csv,A0A1P8AN84,0,False
AF-A0A1P8AN89-F1-model_v6.csv,A0A1P8AN89,0,False
AF-A0A1P8ANA9-F1-model_v6.csv,A0A1P8ANA9,0,False
AF-A0A1P8ANB3-F1-model_v6.csv,A0A1P8ANB3,3,True
AF-A0A1P8ANB5-F1-model_v6.csv,A0A1P8ANB5,0,False
AF-A0A1P8ANB8-F1-model_v6.csv,A0A1P8ANB8,0,False
AF-A0A1P8ANC1-F1-model_v6.csv,A0A1P8ANC1,0,False
AF-A0A1P8ANE2-F1-model_v6.csv,A0A1P8ANE2,0,False
AF-A0A1P8ANE6-F1-model_v6.csv,A0A1P8ANE6,0,False
AF-A0A1P8ANH9-F1-model_v6.csv,A0A1P8ANH9,77,True
AF-A0A1P8ANI0-F1-model_v6.csv,A0A1P8ANI0,45,True
AF-A0A1P8ANJ1-F1-model_v6.csv,A0A1P8ANJ1,0,False
AF-A0A1P8ANJ8-F1-model_v6.csv,A0A1P8ANJ8,0,False
AF-A0A1P8ANK5-F1-model_v6.csv,A0A1P8ANK5,0,False
AF-A0A1P8ANL4-F1-model_v6.csv,A0A1P8ANL4,0,False
AF-A0A1P8ANN9-F1-model_v6.csv,A0A1P8ANN9,2,True
AF-A0A1P8ANP5-F1-model_v6.csv,A0A1P8ANP5,0,False
AF-A0A1P8ANQ6-F1-model_v6.csv,A0A1P8ANQ6,0,False
AF-A0A1P8ANS6-F1-model_v6.csv,A0A1P8ANS6,0,False
AF-A0A1P8ANS8-F1-model_v6.csv,A0A1P8ANS8,0,False
AF-A0A1P8ANT2-F1-model_v6.csv,A0A1P8ANT2,0,False
AF-A0A1P8ANT6-F1-model_v6.csv,A0A1P8ANT6,1,True
AF-A0A1P8ANT8-F1-model_v6.csv,A0A1P8ANT8,0,False
AF-A0A1P8ANU1-F1-model_v6.csv,A0A1P8ANU1,0,False
AF-A0A1P8ANV7-F1-model_v6.csv,A0A1P8ANV7,5,True
AF-A0A1P8ANX4-F1-model_v6.csv,A0A1P8ANX4,0,False
AF-A0A1P8ANZ1-F1-model_v6.csv,A0A1P8ANZ1,0,False
AF-A0A1P8AP12-F1-model_v6.csv,A0A1P8AP12,0,False
AF-A0A1P8AP31-F1-model_v6.csv,A0A1P8AP31,0,False
AF-A0A1P8AP43-F1-model_v6.csv,A0A1P8AP43,2,True
AF-A0A1P8AP45-F1-model_v6.csv,A0A1P8AP45,0,False
AF-A0A1P8AP46-F1-model_v6.csv,A0A1P8AP46,0,False
AF-A0A1P8AP52-F1-model_v6.csv,A0A1P8AP52,366,True
AF-A0A1P8AP54-F1-model_v6.csv,A0A1P8AP54,0,False
AF-A0A1P8AP59-F1-model_v6.csv,A0A1P8AP59,0,False
AF-A0A1P8AP64-F1-model_v6.csv,A0A1P8AP64,0,False
AF-A0A1P8AP82-F1-model_v6.csv,A0A1P8AP82,0,False
AF-A0A1P8AP99-F1-model_v6.csv,A0A1P8AP99,9,True
AF-A0A1P8APA8-F1-model_v6.csv,A0A1P8APA8,13,True
AF-A0A1P8APC2-F1-model_v6.csv,A0A1P8APC2,0,False
AF-A0A1P8APD3-F1-model_v6.csv,A0A1P8APD3,6,True
AF-A0A1P8APD7-F1-model_v6.csv,A0A1P8APD7,0,False
